StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,BDD_Score
3/1/2022 15:11,3/1/2022 15:14,IP Address,100,163,TRUE,3/1/2022 15:14,R_2q8DxUcW0hIs2cI,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Moderately preoccupied,Markedly,Slightly,Markedly,Mostly,"Instagram,Facebook,Snapchat,TikTok",3 - 10 hrs/day,TikTok,"Fashion related,Body health/Fitness, Beauty,Nutrition, food, cooking,Shopping,Travel and tourism ,Business and economy ,Sex and sex education",Yes,Yes,"Mockery,Insult or abuse,Bullying,Threats or defamation,Incitement to do immoral acts",18-20,Junior,Female,she/her,6
3/1/2022 15:56,3/1/2022 16:01,IP Address,100,315,TRUE,3/1/2022 16:01,R_3L0zqDZDi2vwujX,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Markedly unattractive,Moderately distressing,Avoid about ¼ of the time,Moderately preoccupied,Extremely,Moderately,Slightly,Moderately,"Instagram,Facebook,Snapchat,TikTok",<3 hrs/day,Snapchat,"Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Shopping,Medical related topics ,Sex and sex education",Yes,Yes,"Insult or abuse,Bullying",18-20,Junior,Male,He/Him,40
3/1/2022 15:56,3/1/2022 16:01,IP Address,100,310,TRUE,3/1/2022 16:01,R_OC0dUebr1VlKq2d,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Markedly unattractive,Moderately distressing,Never avoid,Moderately preoccupied,Markedly,Slightly,Moderately,Slightly,"Facebook,Pinterest,YouTube",<3 hrs/day,YouTube,"Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Business and economy ,Politics",Yes,No,NA,25+,Senior,Female,She/her,38
3/2/2022 8:45,3/2/2022 8:48,IP Address,100,173,TRUE,3/2/2022 8:48,R_OD3Byo1vBQNKW2J,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¼ of the time,Moderately preoccupied,Markedly,Slightly,Moderately,Moderately,"Snapchat,TikTok",3 - 10 hrs/day,TikTok,"Music, songs, movies,Politics,Art,Sex and sex education",Yes,No,NA,18-20,Sophomore,Female,she/her,30
3/2/2022 9:05,3/2/2022 9:08,IP Address,100,162,TRUE,3/2/2022 9:08,R_1DBAyiHuO5KlY3P,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Slightly unattractive,Moderately distressing,Avoid about ¼ of the time,Moderately preoccupied,Slightly,Slightly,Moderately,Slightly,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Snapchat,TikTok","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Shopping,Travel and tourism ,Business and economy ,Sex and sex education",Yes,Yes,"Insult or abuse,Incitement to do immoral acts",18-20,Junior,Female,She/Her,36
3/3/2022 11:03,3/3/2022 11:06,IP Address,100,195,TRUE,3/3/2022 11:06,R_3EzCWFkSjuXJuY8,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Slightly,Slightly,"Instagram,Snapchat,Pinterest,YouTube,TikTok",10 - 20 hrs/day,Instagram,"Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Art",No,No,NA,21-24,Senior,Female,She/her,30
3/3/2022 11:04,3/3/2022 11:07,IP Address,100,145,TRUE,3/3/2022 11:07,R_1RAH7t7LpNaA7Sx,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Moderately,Slightly,Slightly,Slightly,"Instagram,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,TikTok","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Shopping,Travel and tourism ,Art,Sex and sex education",Yes,No,NA,21-24,Senior,Female,she/her,12
3/3/2022 11:04,3/3/2022 11:07,IP Address,100,181,TRUE,3/3/2022 11:07,R_1d3S3xxA9DtRqL6,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Slightly,Moderately,"Instagram,Snapchat",3 - 10 hrs/day,Instagram,"Fashion related,Body health/Fitness, Beauty,Nutrition, food, cooking,Sports news and competition,Shopping",Yes,No,NA,21-24,Senior,Female,she/her/hers,22
3/3/2022 11:35,3/3/2022 11:38,IP Address,100,165,TRUE,3/3/2022 11:38,R_3g1PSDC2rKZJRfD,anonymous,EN,0.800000012,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Moderately,Not at all,Moderately,Moderately,"Snapchat,Pinterest",<3 hrs/day,Snapchat,"Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Religion related,Travel and tourism ,Art",No,No,NA,18-20,Junior,Female,she/her,14
3/3/2022 11:36,3/3/2022 11:39,IP Address,100,167,TRUE,3/3/2022 11:39,R_TtIqwWB4135a22d,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¼ of the time,Very preoccupied,Not at all,Moderately,Moderately,Moderately,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat,TikTok","Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Art",Yes,No,NA,21-24,Junior,Female,She/her,32
3/3/2022 11:40,3/3/2022 11:45,IP Address,100,270,TRUE,3/3/2022 11:45,R_1nVkfkl8NDCFsxv,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Slightly distressing,Never avoid,Moderately preoccupied,Moderately,Not at all,Moderately,Not at all,"Instagram,Snapchat,TikTok",<3 hrs/day,"Instagram,Snapchat,TikTok","Music, songs, movies,Sex and sex education",Yes,No,NA,21-24,Senior,Female,She/her,36
3/3/2022 11:45,3/3/2022 11:53,IP Address,100,532,TRUE,3/3/2022 11:54,R_12EfGPSMM5AeIUX,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Very preoccupied,Slightly,Moderately,Slightly,Moderately,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,"Instagram,TikTok","Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Medical related topics ,Politics,Art,Sex and sex education",Yes,Yes,"Mockery,Incitement to do immoral acts",21-24,Senior,Non-binary / third gender,they/them,22
3/3/2022 11:55,3/3/2022 11:59,IP Address,100,217,TRUE,3/3/2022 11:59,R_daPNuKonspldRKN,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Slightly,Moderately,"Instagram,Facebook",<3 hrs/day,Instagram,"Music, songs, movies,Nutrition, food, cooking,Medical related topics ,Politics,Art",No,No,NA,18-20,Freshman,Non-binary / third gender,They/them,34
3/3/2022 12:25,3/3/2022 12:29,IP Address,100,218,TRUE,3/3/2022 12:29,R_1r7kCN1CkdgRAGd,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Not at all unattractive,Slightly distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Not at all,"Snapchat,YouTube",<3 hrs/day,Snapchat,"Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Politics,Art,Sex and sex education",No,No,NA,21-24,Senior,Female,she/her/hers,20
3/3/2022 12:27,3/3/2022 12:30,IP Address,100,196,TRUE,3/3/2022 12:30,R_3nr4YmH3iG3LoLC,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Not at all distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Not at all,"Instagram,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,YouTube","Music, songs, movies,Video games ,Technology and smartphones,Art",No,Yes,Insult or abuse,18-20,Sophomore,"Male,Non-binary / third gender","he/him, they/them",8
3/3/2022 12:24,3/3/2022 12:31,IP Address,100,406,TRUE,3/3/2022 12:31,R_2eRULACPzP48lDS,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Slightly,Not at all,Slightly,Moderately,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Snapchat,YouTube","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Shopping",Yes,Yes,Mockery,21-24,Senior,Female,she/her/hers,4
3/3/2022 12:29,3/3/2022 12:34,IP Address,100,304,TRUE,3/3/2022 12:34,R_2diEG61bk8wvTqs,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Not at all preoccupied,Slightly,Not at all,Not at all,Not at all,"Instagram,Facebook,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"Snapchat,YouTube,TikTok","Video games ,Politics,Sex and sex education",No,No,NA,25+,Senior,Non-binary / third gender,they/them & she/her,16
3/3/2022 13:17,3/3/2022 13:23,IP Address,100,382,TRUE,3/3/2022 13:23,R_3CI5OE2n9IdNyHV,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Not at all preoccupied,Moderately,Not at all,Not at all,Slightly,"Instagram,Facebook,Snapchat,Pinterest,YouTube",<3 hrs/day,"Instagram,Facebook,YouTube","Music, songs, movies,Nutrition, food, cooking,Video games ,Technology and smartphones,Travel and tourism ,Politics,Art",No,No,NA,25+,Junior,Male,He/Him,8
3/3/2022 13:18,3/3/2022 13:26,IP Address,100,471,TRUE,3/3/2022 13:26,R_3RjYF5ckpkRtXPI,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Markedly unattractive,Extremely distressing,Avoid about half of the time,Very preoccupied,Moderately,Slightly,Markedly,Slightly,"Instagram,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,TikTok","Celebrities,Fashion related,Body health/Fitness, Beauty,Nutrition, food, cooking,Sports news and competition,Art",Yes,No,NA,21-24,Senior,Non-binary / third gender,they/he,14
3/3/2022 13:21,3/3/2022 13:27,IP Address,100,320,TRUE,3/3/2022 13:27,R_1GwwWXarAvEt49Z,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Moderately,Slightly,Moderately,Not at all,"Snapchat,YouTube",3 - 10 hrs/day,YouTube,Video games,Yes,No,NA,21-24,Senior,Male,He/him,44
3/3/2022 13:27,3/3/2022 13:31,IP Address,100,236,TRUE,3/3/2022 13:31,R_2wLzpWQjWPMewvC,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Not at all unattractive,Not at all distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Not at all,Moderately,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat,TikTok","Celebrities,Body health/Fitness, Beauty,Music, songs, movies,Video games ,Sports news and competition",No,No,NA,18-20,Sophomore,Male,He/him,22
3/3/2022 13:44,3/3/2022 13:47,IP Address,100,197,TRUE,3/3/2022 13:47,R_1CsGWw6hSqgB7Dy,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Markedly unattractive,Moderately distressing,Avoid about ¼ of the time,Very preoccupied,Slightly,Slightly,Markedly,Moderately,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,TikTok,"Body health/Fitness, Beauty,Video games ,Shopping,Technology and smartphones,Travel and tourism ,Politics,Art",Yes,No,NA,21-24,Senior,Female,She/her,8
3/3/2022 13:46,3/3/2022 13:50,IP Address,100,222,TRUE,3/3/2022 13:50,R_2YsreT7PzbR1fqj,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,Never check,Slightly unattractive,Not at all distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Not at all,"Instagram,YouTube",<3 hrs/day,YouTube,"Music, songs, movies,Video games",No,No,NA,25+,Senior,Male,.,38
3/3/2022 13:53,3/3/2022 13:58,IP Address,100,243,TRUE,3/3/2022 13:58,R_3PnvdPP01MHEpe1,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Slightly,Moderately,Moderately,"Instagram,Facebook,Snapchat,Pinterest",3 - 10 hrs/day,Instagram,"Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Shopping,Travel and tourism ,Politics,Art,Sex and sex education",Yes,No,NA,18-20,Freshman,Female,she/her/hers,2
3/3/2022 14:00,3/3/2022 14:03,IP Address,100,217,TRUE,3/3/2022 14:03,R_1CD9GUKjNAnzLjM,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Markedly distressing,Avoid about ¼ of the time,Very preoccupied,Moderately,Slightly,Moderately,Moderately,"Instagram,Facebook,YouTube",<3 hrs/day,"Instagram,Facebook","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Medical related topics ,Travel and tourism ,Art",Yes,No,NA,18-20,Junior,Female,She her hers,30
3/3/2022 14:01,3/3/2022 14:04,IP Address,100,204,TRUE,3/3/2022 14:04,R_1q9CRkhbHtwxiHL,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Moderately preoccupied,Slightly,Not at all,Slightly,Slightly,"Instagram,Facebook,Snapchat,YouTube,TikTok",<3 hrs/day,"Instagram,Snapchat,TikTok","Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Technology and smartphones",Yes,No,NA,21-24,Senior,Female,She/Her,36
3/3/2022 14:11,3/3/2022 14:13,IP Address,100,134,TRUE,3/3/2022 14:13,R_08sd1MhFXAP4BFv,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Extremely distressing,Avoid about half of the time,Very preoccupied,Extremely,Moderately,Moderately,Moderately,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,Instagram,"Body health/Fitness, Beauty,Shopping,Travel and tourism ,Art",Yes,No,NA,21-24,Graduate program,Female,she/her,26
3/3/2022 14:31,3/3/2022 14:35,IP Address,100,220,TRUE,3/3/2022 14:35,R_YRG5dpcoYJr0LQd,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Moderately preoccupied,Not at all,Not at all,Slightly,Slightly,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,"Instagram,TikTok","Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Medical related topics ,Art",Yes,No,NA,21-24,Senior,Female,She/her/hers,44
3/3/2022 14:59,3/3/2022 15:14,IP Address,100,914,TRUE,3/3/2022 15:14,R_oXmX9hyVhxyH4VH,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Moderately preoccupied,Not at all,Not at all,Moderately,Not at all,YouTube,3 - 10 hrs/day,YouTube,"Music, songs, movies,Nutrition, food, cooking,Video games ,Sports news and competition,Art",Yes,Yes,Others,18-20,Junior,Male,he/him,18
3/3/2022 15:09,3/3/2022 15:15,IP Address,100,309,TRUE,3/3/2022 15:15,R_3kMTlpHgTqXLsJx,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Moderately distressing,Avoid about half of the time,Moderately preoccupied,Markedly,Slightly,Markedly,Moderately,"Instagram,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,Instagram,"Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Shopping,Art,Sex and sex education",Yes,Yes,"Mockery,Insult or abuse,Bullying",18-20,Freshman,Female,she/her,18
3/3/2022 16:48,3/3/2022 16:51,IP Address,100,185,TRUE,3/3/2022 16:51,R_32PG8ZRTIIgQyRu,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Slightly,Moderately,"Instagram,Facebook,YouTube,TikTok",3 - 10 hrs/day,"Facebook,YouTube","Music, songs, movies,Video games ,Art,Sex and sex education",Yes,No,NA,21-24,Senior,Non-binary / third gender,She/They/It,38
