StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,BDD_Score
3/16/2022 16:26,3/16/2022 16:28,IP Address,100,152,TRUE,3/16/2022 16:28,R_AmJNj5B18dQmiE9,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Not at all unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Not at all,Moderately,"Instagram,Snapchat,YouTube",<3 hrs/day,YouTube,"Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Sports news and competition",Yes,No,NA,21-24,Junior,Male,he/him,8
3/16/2022 17:33,3/16/2022 17:36,IP Address,100,183,TRUE,3/16/2022 17:36,R_22JNeSkpSPAkR76,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Markedly distressing,Avoid about ¾ of the time,Extremely preoccupied,Not at all,Moderately,Slightly,Mostly,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,YouTube,"Celebrities,Music, songs, movies,Nutrition, food, cooking,Video games ,Art,Sex and sex education",No,Yes,"Mockery,Insult or abuse,Bullying,Threats or defamation,Incitement to do immoral acts ,Others",18-20,Junior,Male,He/Him,12
3/16/2022 19:50,3/16/2022 19:54,IP Address,100,197,TRUE,3/16/2022 19:54,R_2pWd963rh6Jxl9e,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Not at all unattractive,Not at all distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Not at all,Moderately,"Instagram,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"YouTube,TikTok","Fashion related,Music, songs, movies,Politics,Art",No,No,NA,18-20,Senior,Female,she/her,40
3/16/2022 19:37,3/16/2022 19:54,IP Address,100,1024,TRUE,3/16/2022 19:54,R_3G0U1LmQ3XDK2Ke,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Moderately distressing,Never avoid,Moderately preoccupied,Markedly,Slightly,Slightly,Moderately,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,TikTok,"Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Politics,Art",Yes,Yes,"Mockery,Insult or abuse,Bullying",18-20,Junior,Female,She/Her,8
3/16/2022 20:53,3/16/2022 20:57,IP Address,100,227,TRUE,3/16/2022 20:57,R_b3GNJw7Ti69QlVv,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Markedly unattractive,Moderately distressing,Avoid about ¼ of the time,Very preoccupied,Extremely,Not at all,Slightly,Slightly,"Instagram,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,Snapchat,"Celebrities,Politics,Art",Yes,No,NA,18-20,Junior,Female,she/her,30
3/16/2022 21:22,3/16/2022 21:26,IP Address,100,254,TRUE,3/16/2022 21:26,R_byHZuVZtlv7SyWZ,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Slightly,YouTube,3 - 10 hrs/day,TikTok,"Fashion related,Body health/Fitness, Beauty,Art,Sex and sex education",Yes,No,NA,21-24,Senior,Female,She/her,34
3/17/2022 10:28,3/17/2022 10:36,IP Address,100,501,TRUE,3/17/2022 10:36,R_DcJB98vpX8B8HLj,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Not at all,Moderately,"Instagram,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,TikTok","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Shopping,Religion related,Technology and smartphones,Travel and tourism ,Art,Sex and sex education",Yes,No,NA,21-24,Senior,Female,she/her,10
3/17/2022 12:26,3/17/2022 12:32,IP Address,100,338,TRUE,3/17/2022 12:32,R_1PXaXqd1smPYDnH,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Slightly,Slightly,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,Snapchat,"Body health/Fitness, Beauty,Music, songs, movies,Sports news and competition,Technology and smartphones,Business and economy",Yes,No,NA,21-24,Senior,Male,He/Him/His,12
3/17/2022 13:57,3/17/2022 14:01,IP Address,100,196,TRUE,3/17/2022 14:01,R_AAM9SFJEWeTAyZj,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Very ugly or ‘not right’,Extremely distressing,Avoid about ¾ of the time,Very preoccupied,Markedly,Moderately,Markedly,Totally,"Instagram,Facebook,Snapchat,YouTube,TikTok",3 - 10 hrs/day,Instagram,"Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Shopping,Medical related topics ,Technology and smartphones,Business and economy ,Politics,Art,Sex and sex education",Yes,Yes,Insult or abuse,25+,Junior,Female,she/her,22
3/17/2022 15:21,3/17/2022 15:23,IP Address,100,166,TRUE,3/17/2022 15:23,R_3h5vFhCsFCs6bpD,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Not at all,Not at all,Slightly,Not at all,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,Instagram,"Celebrities,Music, songs, movies,Video games ,Technology and smartphones",Yes,Yes,Mockery,18-20,Sophomore,Male,He/Any,56
3/17/2022 22:24,3/17/2022 22:28,IP Address,100,284,TRUE,3/17/2022 22:28,R_ThEDhGUMtwv71qF,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Not at all distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Slightly,Slightly,"Instagram,YouTube",<3 hrs/day,YouTube,"Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Sports news and competition,Technology and smartphones,Travel and tourism ,Art",No,No,NA,21-24,Junior,Male,He/Him,None
3/18/2022 1:29,3/18/2022 1:34,IP Address,100,290,TRUE,3/18/2022 1:34,R_XG6FVObDO8nS9eF,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Moderately,Slightly,Slightly,Slightly,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Facebook,Pinterest,YouTube","Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Video games ,Technology and smartphones,Travel and tourism ,Art",Yes,No,NA,21-24,Junior,Female,she/her,14
3/18/2022 15:09,3/18/2022 15:15,IP Address,100,358,TRUE,3/18/2022 15:15,R_YVwCfsS2vXOVUk1,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Not at all preoccupied,Slightly,Not at all,Slightly,Not at all,"Instagram,YouTube",3 - 10 hrs/day,YouTube,"Music, songs, movies,Nutrition, food, cooking,Video games ,Art",Yes,No,NA,18-20,Junior,Female,she/her,28
3/18/2022 16:39,3/18/2022 16:42,IP Address,100,205,TRUE,3/18/2022 16:42,R_12hglV7ZY5GsKt2,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Markedly distressing,Avoid about ¼ of the time,Moderately preoccupied,Moderately,Moderately,Moderately,Mostly,"Instagram,Facebook,Snapchat,Pinterest,TikTok",3 - 10 hrs/day,"Snapchat,TikTok","Celebrities,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Shopping,Medical related topics ,Travel and tourism",Yes,Yes,"Insult or abuse,Bullying,Others",18-20,Sophomore,Female,she/her,16
3/19/2022 0:19,3/19/2022 0:22,IP Address,100,188,TRUE,3/19/2022 0:22,R_2P07CVVkBpZUSit,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Not at all distressing,Avoid about ¾ of the time,Slightly preoccupied,Not at all,Not at all,Slightly,Slightly,"Facebook,Snapchat,YouTube",<3 hrs/day,Snapchat,Video games,No,No,NA,25+,Junior,Male,He,None
3/20/2022 14:08,3/20/2022 14:13,IP Address,100,287,TRUE,3/20/2022 14:13,R_12JxP7ZlAWj74ta,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Slightly preoccupied,Moderately,Slightly,Moderately,Slightly,YouTube,<3 hrs/day,YouTube,"Fashion related,Music, songs, movies,Nutrition, food, cooking,Video games ,Shopping,Politics,Art",Yes,Yes,"Mockery,Insult or abuse,Threats or defamation,Incitement to do immoral acts ,Others",18-20,Senior,Female,she/her,16
3/20/2022 22:19,3/20/2022 22:26,IP Address,100,420,TRUE,3/20/2022 22:26,R_6ME0RGZxeYKNlu1,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¾ of the time,Moderately preoccupied,Slightly,Slightly,Slightly,Slightly,"Instagram,Snapchat,Pinterest,YouTube",3 - 10 hrs/day,YouTube,"Celebrities,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Medical related topics ,Technology and smartphones,Travel and tourism ,Politics,Art",No,Yes,"Mockery,Insult or abuse",21-24,Sophomore,Female,she/her,30
3/20/2022 22:46,3/21/2022 0:18,IP Address,100,5534,TRUE,3/21/2022 0:18,R_2dKiGTU8FbVXGTW,anonymous,EN,NA,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Markedly unattractive,Moderately distressing,Avoid about ¼ of the time,Not at all preoccupied,Slightly,Not at all,Slightly,Mostly,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,TikTok,"Fashion related,Music, songs, movies,Travel and tourism ,Politics,Art",Yes,No,NA,18-20,Sophomore,Female,she/her,30
3/21/2022 12:59,3/21/2022 13:03,IP Address,100,267,TRUE,3/21/2022 13:03,R_1eEJXLIka1KB1GV,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Not at all unattractive,Not at all distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Not at all,"Instagram,YouTube",<3 hrs/day,Instagram,"Fashion related,Music, songs, movies,Nutrition, food, cooking,Sports news and competition,Shopping,Travel and tourism ,Business and economy ,Politics,Art",No,No,NA,25+,Junior,Male,he/him,26
3/21/2022 18:27,3/21/2022 18:29,IP Address,100,150,TRUE,3/21/2022 18:29,R_2c7urgSA5ypW960,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Markedly,Not at all,Moderately,Moderately,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat,TikTok","Celebrities,Music, songs, movies,Shopping,Travel and tourism",Yes,No,NA,18-20,Freshman,Female,she/her,24
3/21/2022 18:26,3/21/2022 18:29,IP Address,100,201,TRUE,3/21/2022 18:29,R_3Jhvm88mTYrthSh,anonymous,EN,0.800000012,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Slightly,Not at all,Not at all,Not at all,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,Snapchat,"Music, songs, movies,Shopping,Travel and tourism ,Sex and sex education",Yes,Yes,Insult or abuse,18-20,Freshman,Female,she/her/hers,24
3/21/2022 18:32,3/21/2022 18:40,IP Address,100,488,TRUE,3/21/2022 18:40,R_32RNMurznT1Z3Tn,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Slightly,Not at all,Not at all,Not at all,"Instagram,Pinterest,YouTube",<3 hrs/day,"Instagram,YouTube","Fashion related,Music, songs, movies,Nutrition, food, cooking,Video games ,Medical related topics ,Art",No,No,NA,18-20,Sophomore,Female,she/her,12
3/21/2022 18:35,3/21/2022 18:41,IP Address,100,348,TRUE,3/21/2022 18:41,R_3G8KLXfE3xCllli,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Moderately,Not at all,"Instagram,Pinterest",<3 hrs/day,"Instagram,Pinterest","Music, songs, movies,Nutrition, food, cooking,Religion related,Art",No,No,NA,18-20,Sophomore,Female,She/her,12
3/21/2022 18:42,3/21/2022 18:45,IP Address,100,194,TRUE,3/21/2022 18:45,R_1dLZLvsHckE2xGn,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Moderately distressing,Avoid about half of the time,Moderately preoccupied,Moderately,Not at all,Slightly,Moderately,"Instagram,Snapchat,YouTube",<3 hrs/day,YouTube,"Body health/Fitness, Beauty,Music, songs, movies,Technology and smartphones,Business and economy ,Politics,Art",No,No,NA,18-20,Sophomore,Male,He/him,22
3/21/2022 18:44,3/21/2022 18:47,IP Address,100,210,TRUE,3/21/2022 18:47,R_1QuziZGN5NQYeeM,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Markedly distressing,Avoid about ¼ of the time,Moderately preoccupied,Slightly,Slightly,Slightly,Mostly,"Instagram,Facebook,Snapchat,Pinterest,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat,Pinterest,TikTok","Fashion related,Body health/Fitness, Beauty,Nutrition, food, cooking,Shopping,Travel and tourism",Yes,No,NA,18-20,Sophomore,Female,She/her,28
3/21/2022 18:46,3/21/2022 18:50,IP Address,100,232,TRUE,3/21/2022 18:50,R_2wc4O3Sfqrq05e3,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Not at all,Slightly,Not at all,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat","Celebrities,Fashion related,Body health/Fitness, Beauty,Sports news and competition,Shopping",No,No,NA,18-20,Freshman,Female,She/Her,32
3/21/2022 19:00,3/21/2022 19:03,IP Address,100,206,TRUE,3/21/2022 19:03,R_2EtLWn9UYDybk0E,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Slightly preoccupied,Slightly,Slightly,Slightly,Not at all,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,"Snapchat,TikTok","Fashion related,Music, songs, movies,Travel and tourism ,Art",Yes,No,NA,18-20,Freshman,Female,she/her,16
3/21/2022 19:02,3/21/2022 19:05,IP Address,100,187,TRUE,3/21/2022 19:05,R_3MoLn15gbc3aEcA,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Moderately preoccupied,Markedly,Slightly,Moderately,Slightly,"Instagram,Snapchat,Pinterest,TikTok",3 - 10 hrs/day,TikTok,"Fashion related,Music, songs, movies,Nutrition, food, cooking,Travel and tourism ,Art,Sex and sex education",Yes,No,NA,21-24,Junior,Female,She/they,22
3/21/2022 19:18,3/21/2022 19:20,IP Address,100,117,TRUE,3/21/2022 19:20,R_3JDgAcconjdeTsK,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Very ugly or ‘not right’,Extremely distressing,Avoid about half of the time,Very preoccupied,Markedly,Slightly,Slightly,Mostly,"Instagram,Facebook,Snapchat,TikTok",3 - 10 hrs/day,TikTok,"Body health/Fitness, Beauty,Nutrition, food, cooking,Shopping,Art",Yes,Yes,"Mockery,Insult or abuse,Bullying,Threats or defamation",18-20,Junior,Female,she/her,34
3/21/2022 19:17,3/21/2022 19:21,IP Address,100,270,TRUE,3/21/2022 19:21,R_3RwvIozruxwzd5C,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Markedly unattractive,Markedly distressing,Avoid about ¾ of the time,Very preoccupied,Moderately,Moderately,Markedly,Moderately,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,Snapchat,"Music, songs, movies,Travel and tourism ,Art",Yes,No,NA,18-20,Sophomore,Female,She/Her,48
3/21/2022 19:33,3/21/2022 19:36,IP Address,100,201,TRUE,3/21/2022 19:36,R_3Evg26neUH2GFzt,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Very ugly or ‘not right’,Extremely distressing,Avoid about half of the time,Very preoccupied,Markedly,Moderately,Markedly,Mostly,"Instagram,Pinterest,YouTube,TikTok",<3 hrs/day,"Instagram,YouTube,TikTok","Music, songs, movies,Video games ,Technology and smartphones,Travel and tourism ,Art",Yes,No,NA,18-20,Freshman,Female,she/they,50
3/21/2022 20:42,3/21/2022 20:50,IP Address,100,459,TRUE,3/21/2022 20:50,R_uqqd8B9VSJr2fxT,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Markedly unattractive,Slightly distressing,Avoid about ¼ of the time,Slightly preoccupied,Moderately,Slightly,Slightly,Not at all,"Instagram,Snapchat,YouTube,TikTok",10 - 20 hrs/day,"Instagram,YouTube","Celebrities,Music, songs, movies,Video games ,Sports news and competition,Art",No,No,NA,18-20,Freshman,Non-binary / third gender,they/she,56
3/21/2022 22:36,3/21/2022 22:41,IP Address,100,311,TRUE,3/21/2022 22:41,R_1k0Qz5an7CgvIJO,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Very preoccupied,Moderately,Slightly,Not at all,Mostly,"Instagram,Snapchat,YouTube",<3 hrs/day,Instagram,"Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Sports news and competition",Yes,Yes,Threats or defamation,18-20,Freshman,Male,he/him/his,22
3/22/2022 0:35,3/22/2022 0:39,IP Address,100,215,TRUE,3/22/2022 0:39,R_a65fOR4JQbmdS6d,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Not at all distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Slightly,Slightly,"Snapchat,Pinterest,YouTube",<3 hrs/day,Snapchat,"Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Sports news and competition,Shopping,Travel and tourism",Yes,Yes,Incitement to do immoral acts,18-20,Freshman,Female,She/Her,30
3/22/2022 12:11,3/22/2022 12:17,IP Address,100,325,TRUE,3/22/2022 12:17,R_6JO0HZ3SkejF6St,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Not at all unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Slightly,Not at all,Slightly,Slightly,"Instagram,Facebook,Snapchat,YouTube",3 - 10 hrs/day,"Snapchat,YouTube","Body health/Fitness, Beauty,Nutrition, food, cooking,Technology and smartphones,Travel and tourism ,Art",Yes,No,NA,21-24,Junior,Female,she/her/hers,10
3/22/2022 18:28,3/22/2022 18:41,IP Address,100,779,TRUE,3/22/2022 18:41,R_5ARUr5Dd8X571G9,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,Never check,Markedly unattractive,Moderately distressing,Avoid about ¼ of the time,Slightly preoccupied,Not at all,Not at all,Not at all,Slightly,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"YouTube,TikTok","Celebrities,Fashion related,Music, songs, movies,Video games ,Travel and tourism ,Art",No,No,NA,18-20,Freshman,Male,He/him,14
3/22/2022 18:56,3/22/2022 18:59,IP Address,100,184,TRUE,3/22/2022 18:59,R_Dwz8BF9G4xxTNLj,anonymous,EN,0.800000012,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Moderately distressing,Avoid about ¼ of the time,Slightly preoccupied,Not at all,Not at all,Slightly,Moderately,"Instagram,Snapchat,TikTok",3 - 10 hrs/day,TikTok,"Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Shopping,Politics,Art",Yes,No,NA,18-20,Sophomore,Female,she/her,16
3/22/2022 22:35,3/22/2022 22:39,IP Address,100,195,TRUE,3/22/2022 22:39,R_3mmoHozSErgFIWa,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Markedly unattractive,Markedly distressing,Never avoid,Moderately preoccupied,Not at all,Not at all,Slightly,Slightly,"Instagram,Snapchat,Pinterest,YouTube",<3 hrs/day,Instagram,"Fashion related,Music, songs, movies,Art",Yes,No,NA,18-20,Sophomore,Female,she/her,22
3/22/2022 18:04,3/22/2022 23:46,IP Address,100,20528,TRUE,3/22/2022 23:46,R_1QflAfJqJXi1aeT,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 40 times or more a day,Moderately unattractive,Slightly distressing,Always avoid,Slightly preoccupied,Slightly,Moderately,Slightly,Slightly,Instagram,3 - 10 hrs/day,Snapchat,Celebrities,No,No,NA,18-20,Sophomore,Female,she,34
3/23/2022 12:00,3/23/2022 12:06,IP Address,100,357,TRUE,3/23/2022 12:06,R_2frsk2N6o9HNHeD,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Moderately unattractive,Moderately distressing,Avoid about half of the time,Moderately preoccupied,Not at all,Moderately,Moderately,Moderately,"Instagram,Facebook,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Facebook,Snapchat","Music, songs, movies,Nutrition, food, cooking,Medical related topics ,Technology and smartphones,Travel and tourism ,Business and economy ,Politics",Yes,Yes,"Mockery,Insult or abuse,Bullying,Threats or defamation",25+,Junior,Male,"he,him,his",30
3/23/2022 13:28,3/23/2022 13:33,IP Address,100,285,TRUE,3/23/2022 13:33,R_a3iaW83AWgiHPKV,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Moderately preoccupied,Not at all,Slightly,Not at all,Moderately,"Instagram,YouTube",3 - 10 hrs/day,YouTube,"Fashion related,Music, songs, movies,Video games ,Medical related topics ,Art",No,No,NA,18-20,Sophomore,Non-binary / third gender,they/them,18
3/23/2022 20:16,3/23/2022 20:19,IP Address,100,188,TRUE,3/23/2022 20:19,R_XNARZ85x3y37mcV,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Slightly unattractive,Moderately distressing,Avoid about ¼ of the time,Very preoccupied,Extremely,Not at all,Moderately,Moderately,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,"Instagram,Snapchat,YouTube","Celebrities,Fashion related,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Sports news and competition,Shopping,Technology and smartphones",Yes,Yes,Bullying,18-20,Sophomore,Male,He/Him/His,36
3/24/2022 14:40,3/24/2022 14:42,IP Address,100,124,TRUE,3/24/2022 14:42,R_1H2Fg2bT0kvLiZk,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Markedly unattractive,Moderately distressing,Avoid about ¾ of the time,Slightly preoccupied,Slightly,Moderately,Moderately,Slightly,"Instagram,Facebook,Snapchat,YouTube",3 - 10 hrs/day,Instagram,"Celebrities,Body health/Fitness, Beauty,Music, songs, movies",No,Yes,"Mockery,Insult or abuse,Bullying",25+,Senior,Male,he/him/his,36
3/24/2022 22:43,3/24/2022 22:47,IP Address,100,239,TRUE,3/24/2022 22:47,R_1RkuOOlx11jPBrr,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Moderately distressing,Avoid about half of the time,Very preoccupied,Moderately,Slightly,Slightly,Moderately,"Instagram,Facebook,Snapchat,YouTube,TikTok",<3 hrs/day,"Instagram,Snapchat,YouTube","Body health/Fitness, Beauty,Nutrition, food, cooking,Video games ,Technology and smartphones,Travel and tourism",Yes,No,NA,21-24,Junior,Male,He/ Him,32
3/24/2022 22:59,3/24/2022 23:02,IP Address,100,190,TRUE,3/24/2022 23:02,R_1oBbUttoF8kVROI,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 20 times or more a day,Moderately unattractive,Moderately distressing,Avoid about ¼ of the time,Very preoccupied,Not at all,Not at all,Not at all,Not at all,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,YouTube,"Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Video games ,Sports news and competition,Travel and tourism",No,Yes,"Mockery,Insult or abuse,Bullying",21-24,Junior,Male,He/Him,22
3/25/2022 0:18,3/25/2022 0:22,IP Address,100,209,TRUE,3/25/2022 0:22,R_ensJfoHVUySHMuB,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Slightly preoccupied,Not at all,Not at all,Not at all,Slightly,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,Instagram,"Body health/Fitness, Beauty,Nutrition, food, cooking,Video games ,Religion related,Medical related topics ,Politics,Art",Yes,No,NA,18-20,Junior,Male,He/Him,12
3/25/2022 7:57,3/25/2022 8:02,IP Address,100,291,TRUE,3/25/2022 8:02,R_2EazWEMIZq2O78f,anonymous,EN,0.800000012,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Not at all,"Instagram,Snapchat,YouTube",3 - 10 hrs/day,"Instagram,YouTube","Video games ,Art",No,No,NA,21-24,Junior,Male,He/him,6
3/25/2022 10:00,3/25/2022 10:10,IP Address,100,558,TRUE,3/25/2022 10:10,R_RCPQEMRHpRoaGqJ,anonymous,EN,0.899999976,I am over 18 years old and I consent to participating in this research project,About 10 times or more a day,Moderately unattractive,Slightly distressing,Avoid about ¼ of the time,Moderately preoccupied,Markedly,Not at all,Moderately,Slightly,YouTube,10 - 20 hrs/day,YouTube,"Music, songs, movies,Video games ,Art",No,No,NA,21-24,Senior,Male,He/Him,28
3/25/2022 11:05,3/25/2022 11:09,IP Address,100,225,TRUE,3/25/2022 11:09,R_3OdWoXiO0nGbvST,anonymous,EN,1,I am over 18 years old and I consent to participating in this research project,About 5 times or more a day,Slightly unattractive,Slightly distressing,Never avoid,Not at all preoccupied,Not at all,Not at all,Not at all,Moderately,"Instagram,Snapchat,YouTube,TikTok",3 - 10 hrs/day,"Instagram,Snapchat,YouTube,TikTok","Celebrities,Body health/Fitness, Beauty,Music, songs, movies,Nutrition, food, cooking,Sports news and competition,Politics",No,No,NA,21-24,Junior,Male,He/him,10
